lex,lex_arb,root,def,src,id,lex_uncorrected,pg,dialect,phon,Cv,sem,ref,pos,etym,lex_arb2,def_arb,measure,imalah
"sgar, yisgar",سجر، يستجُر*,sgr,"""to chew the cud"". il-ḥimār ma tsgar, ḥarām 13 ""donkeys aren't ruminants, [so] they're forbidden as food"".",Brockett 1985,715,,121,,,,,§ 4.1 example 7.,vi,,,,I,
"istigar**, yistigur",استجر، يستجر,sgr,"= I. il-ḥimār mā yistigur 11 ""the donkey doesn't ruminate"". This word is probably a corruption of root g-r-r stem X, cf. R 187 and W iǧtarra. In which case stem I above might be a back-formation from VIII.",Brockett 1985,716,,121,,,,,,vi,,,,VIII,
"misgār 1,25",مسجار,sgr,"""a short rope"", made from palm-fibre, used for ḥidar [296].",Brockett 1985,717,,121,,,,,"L 1308 I ""... to make something hang down ...""",n,,,,,check lex
segem 1,سجم,sgm,"""a raised sitting/sleeping platform"" of dʕūn [506]. According to 1, this is a Swayq word for what is called in Khābūra mnēme [1598].",Brockett 1985,718,,121,,,,,"R 406 sgām ""a bed"".",n,,,,,check def ē
"suḥḥ 6 [251],12 (§ 4.2 example 4),27 ... / seḥḥ 15,22",سُحح/ سَحح*,sḥḥ,"""preserved, semi-dried, ripe dates"". = pan-Arabic temr.",Brockett 1985,719,,121,,,,,"[280]; L 1313 ""... dry, tough dates"".",n,,,,,
"saḥḥar, ysaḥḥir**",سحَّر، يسحِّر,sḥr,"* ""to have the saḥūr-meal"", before dawn in Ramadan. sāʕa arbaʕ saḥḥaru 26 ""at 4 a.m. they ate saḥūr"".",Brockett 1985,720,,122,,,,,"R 160 ""to call out the time for the last meal before day from the mosque""; W V; L 1316 ""... to give someone saḥūr"".",vi,,,,II,
"saḥaq, yisḥaq, is-sahāq [is-saḥāq] 1,17*",سحق، يسحق، اسهاق (اسحاق),sḥq,"""to crawl"".",Brockett 1985,721,,122,,ḥ > h?,,,Ḥarsūsi seḥāk,vi,,,,I,check lex
"saḥal, yisḥal, is-sḥǣl 1,21",سحل، يسحل، اسحال,sḥl,"""to pull/tow"", by hand. suḥleh! 11 ""pull [the cart]!""",Brockett 1985,722,,122,,,,,[177]; W saḥaba.,vt,,,,I,ā > ǣ
"saḥḥal**, ysaḥḥil** 10,11",سحَّل، يسحِّل,sḥl,"""to shave"", e.g. thorns from zor [692].",Brockett 1985,723,,122,,,,,W I.,vt,,,,II,
"istḥal**, yistiḥil**",استحل، يستحل,sḥl,"""to be shaved"". il-mustḥal 10 ""the shaved zor"".",Brockett 1985,724,,122,,,,,L 1320 VII.,vi,,,,VIII,
"saḥal 5*,21*,25*",سَحَل,sḥl,"... ""caterpillars"".",Brockett 1985,725,,122,,,,insects,,n,,,,,
sḥala,سحلة,sḥl,"[a] 1,17 ""a round, metal vessel"", used by the bedu to keep coffee-cups in water, smaller than a ṭāsa (W). [b] saḥlit ir-rās 17 ""the skull"".",Brockett 1985,726,,122,,,,,"[a] [1483]. [b] cf. L 450 ǧumǧuma and qiḥf ""skull/bowl"".",n,,,,,
"misḥā 4,12,25 ...",مسحة,sḥy,"""a hand-spade"" with a three-inch-wide blade, used for digging wells etc. A little smaller than a hibbiyya [1601].",Brockett 1985,727,,122,,,,,"[289]; W ""iron shovel, spade"".",n,,,,,check lex
sḫīf 5*,سخيف,sḫf,"""thin"", of cloth.",Brockett 1985,728,,122,,,,,Jb 872 also of liquids; L 1325.,adj,,,,,
"saḫal m. 23, saḫle f. 1 [1248], 11*,13* ... / sḫala 19*, pl. sḫal 11*, sḫāl 23",سخل (ذكر)، سخلة (أنثى)/ سخلة، الجمع سخل، سخال,sḫl,"""a goat-kid"".",Brockett 1985,729,,122,,,,,"[799]; W ""lamb""; L 1325 ""lamb or kid"".",n,,,,,check lex
"sedd, ysidd",سدد، يسدد,sdd,"[a] 2,6 [203],23 ... ""to be enough for"". [b] is-sidǣd ""to reconcile"". seddayt mā baynhum, wal-lefthum 11 ""I reconciled their differences, I made peace between them"". sidǣd ʕaqs šiqāq 17* ""reconciliation is the opposite of disunity"".",Brockett 1985,730,,122,,,,,"[a] W sadda I ""... to be apposite ..."" [b] W sadda u ""to plug up ...""",vt,,,,I,check def ǣ
"msedde 9,11",مسدّى*,sdd,"""amends, reparation"".",Brockett 1985,731,,123,,,,,,n,,,,,
"seddek**, yseddik",سدّك، يسدِّك,sdk,"=+ ʕale ""to put pressure on"". ḫarāb lemme tseddik ʕalayh 7* ""[the shovel-handle shows itself] broken when you press down on it"".",Brockett 1985,732,,123,,,,,[1635]; [1708]; R 149 I.,vi,,,,II,
sidiy 11*,سِدِي*,sdy,"""moist"". arḍ sidiyye 12 (§ 4.2 example 7) ""moist earth"", not too sandy, therefore not too thirsty.",Brockett 1985,733,,123,,,,,L 1336.,adj,,,,,
"sarba 12,13*,22 ...",سربة,srb,"""colostrum"", of a goat. Also called ʕaqīd [1111].",Brockett 1985,734,,123,,,,,"[1405]; W sariba ""... to leak"".",n,,,,,
"saraḥ, yisraḥ, is-surḥ",سرح، يسرح، اسرح,srḥ,"[a] v.i. 6 of sheep and goats, ""to graze freely"", but with someone with them. il-hoš māl il-mazraʕa mā ysarḥin 16 ""the project-farm's livestock don't go out to graze [with any of you]"". [b] v.t. of a human, to take hoš out to graze"" and stay with them. yisraḥhin 23 ""he takes them grazing""; surḥha etʕab 23 ""grazing them is tiring"".",Brockett 1985,735,,123,,,,,"[a] [611]; W ""... to graze freely ..."" [b] [1034].",v,,,,I,
"sarraḥ**,ysarraḥ",سرَّح، يسَرَّح,srḥ,"= I [b]. tsarraḥhin ṣob il-māy 24 ""you take them grazing towards water"".",Brockett 1985,736,,123,,,,,L 1344.,vt,,,,II,
misrāḥ 23 (§ 4.6 example 46),مسراح,srḥ,"""grazing"", time or place.",Brockett 1985,737,,123,,,,,"W masraḥ ""pasture ...""",n,,,,,check lex
misṭāḥ,مسطاح,sṭḥ,"""a flattened area"", for drying limes 11,13*,25* / dates 26.",Brockett 1985,738,,123,,,,,"W ""threshing floor""; L 1357 misṭaḥ.",n,,,,,check lex
"suʕun 7*,24*",سُعُن,sʕn,"""a skin"", for water or churning milk. suʕun māy 30 ""a skinful of water"".",Brockett 1985,739,,123,,,,,[1476]; R 277; H.,n,,,,,
"sēʕa**, ysēʕi 12",ساعى، يساعي*,sʕy,"""to trade, do business"". it-tēgir ysēʕi 12 ""merchants buy something here and sell it there"".",Brockett 1985,740,,123,,ā > ē,,,"R 132 musāʕira ""commerce""; L 1366 ""to try to outpace someone ...""",vi,,,,III,ā > ē
mesʕa,مسعة,sʕy,"""employment"". mā fīhe awwal mesʕa keme taww 12 ""[Oman] didn't used to have jobs like nowadays"".",Brockett 1985,741,,124,,,,,"W ""effort, endeavour""; L 1367 ""... working, earning ...""",n,,,,,
"sfargal 8*,30*",سفرجل,sfrgl,"""an orange-sized citrus fruit"".",Brockett 1985,742,,124,,,,fruit,"[812]; [1107]; [1441]; [1448]; W ""quince""; Jb 849 ""sweet lemon"".",n,,,,,
sefen 1,سفن,sfn,"""a pestle"".",Brockett 1985,743,,124,,,,,"[1514]; Jb 857; W isfīn ""wedge""; L 1375 ""... a hewing or shaping tool ...""; H ""... wedge ...""",n,,,,,
sqāt 1,سقات,sqt,"""small, black [biting] ants"".",Brockett 1985,744,,124,,,,insects,"[248]; [768]; R 6 ""large ant"".",n,,,,,check lex
"squʕut, tsquʕ, is-sqūʕ 7,11,22*",سقُعُت، تسقُع، اسقوع,sqʕ,"of women, ""to churn"" milk in a skin. To do so in a pot is maḫaḍ (W).",Brockett 1985,745,,124,,,,,"W ""to slap, clap""; L 1706 ṣaqaʕa ""to strike, slap ...""",vt,,,,I,
"saqa, yisqa 15,19,21 [24] ...",سقى، يسقى*,sqy,"""to irrigate"". sqāh! 21 ""water it!"" Coastal Khābūrans say yisgi, as W.",Brockett 1985,746,,124,,,,,[615].,vt,,,,I,
"*saqqa**, ysaqqi",سقّى، يسقّي,sqy,"* ""to drink"". z-zambor mā ysaqqi min zahor 30 ""drones don't drink from flowers"".",Brockett 1985,747,,124,,,,,"H ""to give someone a drink"".",vi,,,,II,
"istiqa**, yistiqa 11*,21*",استقى، يستقى,sqy,"= I. tistiqa minhe l-arḍ 17 ""you irrigate the land with it"".",Brockett 1985,748,,124,,,,,"W ""... to draw water (min from) ...""",vt,,,,VIII,
"sakat**, yiskit**",سكت، يسكت,skt,"* ""to shoot"" a rifle. bysektu 30 3rd m. pl. imp. Denominative from [750b].",Brockett 1985,749,,124,,,,,,vi,,,,I,
sektūn,سكتون,skt,"[a] 13* ""a claw-hammer"". [b] 30* ""a .22 rifle"".",Brockett 1985,750,,124,,,,,,n,,,,,
"istikar**, yistikir",استكر، يستكر,skr,"""to be irregular, chaotic"". lā ṣār mā inṭafal el-arḍ yṣīr yistikir il-beḏer 17 ""if the earth isn't made into a tilth, the seeds will come up irregularly"".",Brockett 1985,751,,124,,,,,"W I ""to be drunk ...""",vi,,,,VIII,
"sikʕ, yiskeʕ 7,11 [1184],26",سكع، يسكع,skʕ,"""to sink"" in water.",Brockett 1985,752,,125,,,,,"[477]; W V ""to grope about ...""; H ""... to slumber"".",vi,,,,I,
*seken 26,سكن,skn,"""a jinni"", that comes down at a naʕš and speaks through the medium. = [904b].",Brockett 1985,753,,125,,,,,"EADS 135 Abu Ẓabi sikni, pl. sukūn ""a kind of jinni""; W I ""... to inhabit"".",n,,,,,
sikkēn 17,سكّين,skn,"""a car-steering-wheel"".",Brockett 1985,754,,125,,,,,"W ""rudder"".",n,,,,,check lex ē
*silḫ 29*,سِلخ,slḫ,"""shirtless"".",Brockett 1985,755,,125,,,,,"W I ""... to strip something off ...""",adj,,,,,
"salsal**, ysalsal",سلسل، يسلسل,slsl,"""to trickle"". ysalsal taḥt il-miradd 17 ""[the water] trickles under the check"".",Brockett 1985,756,,125,,s > ṣ,,,[759]; R 254 yṣalṣil; W II.,vi,,,,I,
"sulsāl māy 17*,19",سُلسال ماي,slsl,"""a trickle of water"".",Brockett 1985,757,,125,,,,,"L 1397 salsāl adj. ""... rippling (of water) ...""",n,,,,,check lex
"sillig, ysillig**",سلّج، يسلّج,slq,"""to fly up"". sillig fog 13* ""[the bee-swarm] flew up"".",Brockett 1985,758,,125,,,,,"[385]; W V ""to ascend (something) ...""",vi,,,,II,
"sell, ysell",سلل، يسلل,sll,"""to pour with force"". sell il-wǣdi 17 ""the wadi was in spate"".",Brockett 1985,759,,125,,,,,"[756]; [1606b]; W sail ""... torrent ...""",vi,,,,I,check def ǣ
"sell, pl. slūl 17",سلل، الجمع سلول,sll,"""a wide water-flow"".",Brockett 1985,760,,125,,,,,"L 1396 salla ""... the rush of a horse in racing ...""",n,,,,,
"slimet, tislam, is-sulūm 17 [1461e],23*",سلمت، تسلم، اسلوم,slm,"of the sun, ""to set"".",Brockett 1985,761,,125,,,,,"R 113 is-selm; W ""... to escape"".",vi,,,,I,
"stistlam**, yistislim** 11*,26*",ستستلم، يستسلم,slm,"""to become a Muslim"".",Brockett 1985,762,,125,,,,,R 177; W IV.,vi,,,,,
silǣ,سلى*,sly,"[a] 8* ""a bee's stink"". [b] 8*,9* ""a palm-thorn"".",Brockett 1985,763,,125,,,,,"[a] R 118 ""sting (of a scorpion)"". [b] Jb 873 sillā, pl. silā; L 1398 sullāʔ coll., sullāʔa one.",n,,,,,ā > ǣ
*sambūk 27,سمبوك,smbk,"""a plank-built-dhow"". = [675].",Brockett 1985,764,,125,,,,,"H sunbuk ""... small boat ..."" (Syrian).",n,,,,,
"semed, yismid",سمد، يسمد,smd,"""to dung"" the soil. tismidhe 20 ""you dung it""; arḍ masmūda 20 ""fertilised soil"".",Brockett 1985,765,,126,,,,,R 144; W II.,vt,,,,I,
mismār,مسمار,smr,"[a] 2 (§ 4.6 example 1),9*,11 ... ""[the] leaf-bud in a lucerne-crown"". [b] 12 ""a cold chisel"".",Brockett 1985,766,,126,,,,,"[a] Ḥarsūsi ""clove""; W ""... nail ... rivet ...""",n,,,,,check lex
"tsemsem, yitsemem 1,18*",تسمسم، يتسمم,smsm,"of a samsūm-bite, ""to swell up and itch"".",Brockett 1985,767,,126,,,,,"W tasammama ""to be poisoned ...""",vi,,,,II,
"samsūm 1,9*,18*",سمسوم,smsm,"... ""a small, black [biting] ant"". Also called sqāt [744]. It smells unpleasant when crushed.",Brockett 1985,768,,126,,,,insects,"L 1418 sumsum ""... red ants ... that bite painfully ...""; according to Nöldeke (Beiträge, p. 118), this word was originally Aramaic.",n,,,,,
"Semmēk 1,3",سميك*,smk,"""Pisces"".",Brockett 1985,769,,126,,,,,"W ""... fisherman"", as-samaka ""... Pisces"".",name,,,,,check lex ē
"simme 1,17",سمى*,smm,"""a woven palm-leaf-mat"".",Brockett 1985,770,,126,,,,,[773]; L 1419.,n,,,,,
sǣmǣn,سامان,smn,"[a] 7,17 ""things"". [b] 9,17* ""engine spare parts"".",Brockett 1985,771,,126,,,,,"[a] [466]. [b] S ""household furniture ... apparatus ...""",n,,,,,ā > ǣ
"ismint 1 [835],20 [1701] / smīt 7,12",اسمنت,smnt,"""cement"".",Brockett 1985,772,,126,,,,,W siminto; English.,n,,,,,
"sened, yisnid",سند، يسند,snd,"[a] ""to go inland"". Opposite of [1587]. tisnid ʕalwe 1 ""you go towards the sayḥ"". [b] ""to mount"" a camel, a wall 17; ""climb"" a palm 11, more usually rakab. [c] ""to place"". tisnid il-mayyit foq muġsil min simme 17 ""you lay the corpse on a palm-mat washing-place"".",Brockett 1985,773,,126,,,,,"[b] L 1442 v.i. ""... to ascend ...""",vt,,,,I,
"sēnid 1,12 (§ 4.6 example 16)",ساند,snd,"""inland"".",Brockett 1985,774,,127,,,,,[298a].,adv,,,,,check lex ē
"sini, pl. snā 17",سني، الجمع سنى*,sny,"""a fierce (fabulous?) wild animal"" of the past, the size of a horse and dappled ([635]).",Brockett 1985,775,,127,,,,,"P sinhinī ""lioness"".",n,,,,,check lex
"msāhir 5*,7,17",مساهر,shr,"""sleepless"".",Brockett 1985,776,,127,,,,,W I; L 1452.,adj,,,,,check lex
shāla,سهالة,shl,"""ease"". guwwid la-ḫṣiyya mēluh, yṣīr fi shāla 24 ""grasp [the animal's] scrotum tightly and [castration] will happen easily"".",Brockett 1985,777,,127,,,,,W suhūla.,n,,,,,check lex
shayli 3,سهيلي,shl,"""pertaining to Canopus""; of earth, ""loamy"". arḍ shayliyya, mištirka maʕha r-raml uṭ-ṭīn 17 ""it's Canopus-earth, it's got sand and clay intermixed"".",Brockett 1985,778,,127,,,,,"[208]; [1020]; L 1453 sihla ""... coarse sand ...""",adj,,,,,
"sēhi, pl. sawēhi 7 (§ 6.4)",ساهي، الجمع سواهي*,shy,"""a quiet man"".",Brockett 1985,779,,127,,,,,"R 401; W ""... absent-minded ...""; L 1456 I ""... to be still, quiet, gentle ...""",n,,,,,check lex ē
"suwār 13*,19*",سوار,swr,"""a check, water-diverter"". A mountain word for miradd [588].",Brockett 1985,780,,127,,,,,"[273]; Nautical Kuwaiti swāra, coll. suwār ""beam, deck-beam""; W sūr ""... enclosure ...""",n,,,,,check lex
is-siwāqa 11*,اسواقة,swq,"""car-driving"".",Brockett 1985,781,,127,,,,,EADS 100 Baḥrayni suwāga; W siyāqa.,n,,,,I,check lex
"sawwa**, ysuwwi** 2 (§ 4.6 example 1),17 [1494a],24 [300] ...",سوى، يسوي,swy,"""to do, make"". ane waḥdi msawwinhe 30 ""I made it myself"" act.pt.; msawwāy leh ṣadr 6 ""a basin was made for [the gāzra]"" pass.pt. It can stand for almost any action, depending on the context of the conversation, e.g. eating suwwi! 18* ""eat!"" imv. f. s.; putting 15 [276] imv. m. s.",Brockett 1985,782,,127,,,,,"W ""to even ... to make regular ...""",vt,,,,II,
"istuwa**, yistuwi",استوى، يستوي,swy,"[a] 15 (§ 4.4 example 9),23 (§ 4.4 example 4) ""to happen"". [b] 12 [592],15 [276] ""to become"". [c] ""to be born"". ams imsitwi 15* ""[the kid] was born yesterday"". [d] 7*,11* (§ 6.14) ""to grow"". [e] ""to be suitable"". ... yistuwi 19 ""[if you do such and such] it'll do"".",Brockett 1985,783,,128,,,,,"[e] W ""... to mature ... become even ...""",vi,,,,VIII,
"sawa sawa 12,19*,30",سوى سوى,swy,"""it's the same"", ""it's all one"". bis-sawa 29 [416] ""together"".",Brockett 1985,784,,128,,,,,"[798]; W sawāʔ ""... equality, sameness"".",part,,,,,
"sayḥ 1,5,6 ... / sīḥ 23,24 / siḥ 8 / seḥ 30 [1526], pl. syūḥ 1,12",سيح/ سيح/ سِح/ سَح,syḥ,"""a desert-plain"", in Khābūra, between the coastal palm-belt and the mountain-foothills.",Brockett 1985,785,,128,,,,,"W sāḥa ""... (open) space ...""",n,,,,,
"sayḥa 17* / sēḥa 29*, pl. siyaḥ 29*",سيحة/ ساحة، الجمع سيح,syḥ,"""a woven camel-rug"", usually striped red and black.",Brockett 1985,786,,128,,,,,"W musayyaḥ ""... striped (garment)"".",n,,,,,check lex ē
"sayyaḫ**, ysayyiḫ** 17*",سيَّخ، يسيّخ,syḫ,"""to fix something firmly"", e.g. a well-pump on its seat.",Brockett 1985,787,,128,,,,,"W I ""to sink into the ground ...""",vt,,,,II,
"sīḫ, pl. asyāḫ 1,11*,17*",سيخ، الجمع اسياخ,syḫ,"""a long steel rod"", used for reinforcing courses of cement blocks ([395]).",Brockett 1985,788,,128,,,,,"Nautical Kuwaiti ""upright iron rod in quarter-deck rails""; W ""... skewer ...""",n,,,,,check lex
sīde,سيدى*,syd,"indeclinable adj./adv. [a] ""straight ahead"", of a road 2*,7*, cf. [790]; ""straight down"", of arms 26 [1375]; ""smooth"", of timber 1; ""level"", of ground 13*,17 [1018],20 [1050]; ""plain"", of colour 12. [b] Often coupled with marra [1461d] for emphasis, sīr sīda marra! 19*,26* ""go straight ahead [of you], all the way!""; ḫaṭaf marra sīda 17 ""[the bird] flew off straight away"".",Brockett 1985,789,,128,,,,,"[a] W sāda ""... unicoloured, uniform (fabric)"". [b] P sīdā dialectical and colloquial for sīdhā adj. and adv. ""... directly ...""",adj/adv,,,,,
"sār, ysīr",سار، يسير,syr,"""to go to"" (W), is steadily losing ground to the pan-Arabic rāḥ, yrūḥ but not in the common expression at the end of directions, winte sāyir 3,6,12 ... ""straight all the way"", lit. ""and you going""; or at the end of a list, ""and so on"", ""etc.""",Brockett 1985,790,,128,,,,,[789a],vt,,,,I,check lex
"sayyar**, ysayyir",سيَّر، يسيِّر,syr,"ysayyirah bil ḥibēl 2 ""he ties down [the date-raceme] with the strings"". msayyar 12,29* [of a goat-kid's stomach] ""knotted up"", allegedly with indigestion from colostrum, cf. [1405].",Brockett 1985,791,,129,,,,,[699].,vt,,,,II,check def ē
"sāyar**, ysāyir**",ساير، يساير,syr,"""to be alongside something"". ana msāyrinnek 17 act.pt. ""I'm [sitting] next to you.""",Brockett 1985,792,,129,,,,,"[1001]; [1074]; L 1483 ""to go along with someone ...""",vt,,,,III,check lex
suyār 17,سُيار,syr,"= [792]. [This does not correspond to a verb form in any obvious way, so I can only conclude that it must be a verbal noun of the preceding entry.—M.D.S.]",Brockett 1985,793,,129,,,,,,n,,,,,check lex
"sayyāra, pl. sayāyīr 13*,16,30 ...",سيَّّارة، الجمع سياير,syr,"""a car"".",Brockett 1985,794,,129,,,,,[1495a]; W pl. -āt.,n,,,,,check lex
"sayl, pl. syūl 6,12,30 (§ 4.6 example 14) ...",سيل، الجمع سيول,syl,"""rain"".",Brockett 1985,795,,129,,,,,"W ""flood ... torrent ...""; H sayla ""... shower ...""",n,,,,,
"imsīle, pl. misyēl 4,21,23 ...",امسيلة، الجمع مسيل*,syl,"""gravel"", in or from a wadi-bed.",Brockett 1985,796,,129,,,,,"[1388]; W masīl ""river-bed ...""",n,,,,,check lex ē
sīm 13*,سيم,sym,"""a wire"", e.g. of a fence.",Brockett 1985,797,,129,,,,,"[1745]; R 35 ""telegram""; EADS 56 Persian; S.",n,,,,,
"saym saym 1,2,15",سيم سيم,sym,"""like; it's the same (as)"". = sawa sawa [784].",Brockett 1985,798,,129,,,,,English.,adv,,,,,
"šǣ 11*,13,29 [1492] ...",شى*,šʔ,"""a she-goat"".",Brockett 1985,799,,129,,,,,"[729]; W ""... ewe"" (""a ewe"" in Khābūra is gaʕde [247]); L 1623 ""sheep or goat, m. or f.""",n,,,,,ā > ǣ
minšēn,مِنشان,šʔn,"The pan-Arabic colloquial meanings of intention ""in order to"", and of possession ""belonging to, for"", are still rare in Khābūra, the word having a more literal meaning ""from the affair of"", either [a] ""as a result of, because of"". in-nēs tḥibb zirāʕat hēḏi taww minšēn yimši bisirʕa 9 ""people like growing [vegetables rather than dates] now because they're quick""; rāʕi l-ḥaywēn taʕbēn minšēnhin, taʕbēn min taʕbhin 24 ""the owner of the beasts is in a poor state because of them. Tired as a result of their tiredness"". cf. also ʕale š-šēn inne 104b ""on account of the matter that"", ""because of"". Or [b] less figuratively, ""from"". mā arīd šayy ġayr minšēn ʕAli 11 ""I don't want anything else from ʕAli""; mā fīh minšēn naḫīl mawḍūʕ 15 ""there's no money (lit. subject) to be had from palms"".",Brockett 1985,800,,129,,,,,,conj/prep,,,,,check lex ē
"mšebb 11*,13*",مشبب,šbb,"""woven palm-leaf hand-fans"". mšebbe one.",Brockett 1985,801,,130,,,,,"R 58; W šabba ""... to light (fire)"".",n,,,,,
šabaḥ 21*,شبح,šbḥ,"""a rifle-target"".",Brockett 1985,802,,130,,,,,"R 158; W ""blurred shape ...""; L 1495 ""... form seen from a distance ...""",n,,,,,
mišbara,مشبرة,šbr,"""trouble"". dāymen ysawwi mišbára, dāymen ysawwi mḥakke, dāymen ysawwi ḥawēša 17 ""he's always making trouble, slander and ferment"".",Brockett 1985,803,,130,,H'LL,,,"W mušāǧara; L 1495 I ""... to behave insolently ...""",n,,,,,check def ē
šubriyya 16*,شبريَّة,šbr,"""a [type of] bed, a charpot"".",Brockett 1985,804,,130,,,,,"[1354]; [1363]; Jb 819; H šabriyya ""travelling-basket on a camel (Egyptian)"".",n,,,,,
šabāṣ,شباص,šbṣ,"[a] 1,11*,26* ""shrimps"". = [580]. [b] šabāṣa, pl. -āt 7*,11* ""a clothes peg"".",Brockett 1985,805,,130,,,,,"[a] Jb 858 ""prawn"".",n,,,,,check lex
"šebīke 9*,17*",شبيكة,šbk,"""a trap"", e.g. for a mouse. = [1327].",Brockett 1985,806,,130,,,,,,n,,,,,
